question,answer,context
Find the focal length of a convex mirror whose radius of curvature is 32 cm.,"Radius of curvature, R = 32 cm 			 Radius of curvature = 2 × Focal length ( f ) R = 2f f= = 16 cm. Hence, the focal length of the given convex mirror is 16 cm.","Find the focal length of a convex mirror whose radius of curvature is 32 cm.
 "
The radius of curvature of a spherical mirror is 20 cm. What is its focal length ?,"Radius of curvature, R = 20 cm 		Radius of curvature of a spherical mirror 				= 2 × focal length (f) R = 2f f= = 10 cm. 		Hence, the focal length of the given spherical mirror is 10 cm.","The radius of curvature of a spherical mirror is 20 cm. What is its focal length?
 "
Define the SI unit of potential difference. ,If amount of work done in bringing a one coulomb charge from one point to the other is 1 joule then potential difference between two points is said to be 1 volt. ,"potential difference between two points in a current carrying conductor when 1 joule of work is done to move a charge of 1 coulomb from one point to the other. Therefore, 1 volt =
 "
"What is meant by potential difference between two points ? [Board Term I, Set (21) 2011]",Potential difference between two points in an electric field is the amount of work done to move a unit charge from one point to other.,"potential difference between two points in a current carrying conductor when 1 joule of work is done to move a charge of 1 coulomb from one point to the other. Therefore, 1 volt =
 "
Name the device that helps to maintain a potential difference across a conductor. ,A battery is used to maintain potential difference across a conductor.,"Name a device that helps to maintain a potential difference across a conductor.
 "
"Name the physical quantity which is same in all the resistors when they are connected in series. [Board Term I, Set (42) 2011]",Electric current.,"A stream of electrons moving through a conductor constitutes an electric current. Conventionally, the direction of current is taken opposite to the direction of flow of electrons.
 "
"State the relationship between 1 ampere and 1 coulomb. [Board Term I, Set (36), 2011] 1 coulomb",1 ampere = 1 second,"The SI unit of electric current is ampere.
 "
"State in brief the meaning of an electric circuit. [Board Term I, Set (34); 2010 (C2), 2011]",A closed conducting path through which electric charge may flow.,"A stream of electrons moving through a conductor constitutes an electric current. Conventionally, the direction of current is taken opposite to the direction of flow of electrons.
 "
"Name the physical quantity whose unit is volt/ ampere. [Board Term I, Set (15) 2011]",Resistance.,"A resistor of resistance R
 "
A charge of 150 coulomb flows through a wire in one minute. Find the electric current flowing through it. ,Charge (Q) = 150 coulomb Time (t) = 1 minute = 60 sec. Current (I) = ? I= t = 2.5 Amp.,"Compute the heat generated while transferring 96000 coulomb of charge in one hour through a potential difference of 50 V.
 "
"A given length of a wire is doubled of itself and this process is repeated once again. By what factor does the resistance of the wire changes ? [Board Term I, Set (16), 2011]","At temperature T1, because its slope is greater.","T
 "
"Through which of the two wires, the electric current will flow more easily ? (i) a thick wire or (ii) a thin wire of the same material, and of the same length when connected to the same source ? [Board Term I, Set (32), 2011]",A thick wire.,"Will current flow more easily through a thick wire or a thin wire of the same material, when connected to the same source? Why?
 "
"The resistance of a resistor is kept constant and the potential difference across its two ends is decreased to half of its former value. State the change that will occur in the current through it. [Board Term I, Set (40), 2011]",Current will be half of its former value.,"current =
 "
"What happens to the resistance of a conductor when its area of cross-section is increased ? [Board Term I, Set (29), 2011]",Resistance is decreased.,"Reactivity decreases
 "
Calculate the number of electrons constituting,one coulomb of charge. (Charge on 1 electron = 1·6 × 10–19 C)  q = 6.25 × 10 -18 C ½ + ½ n= = e 1.6 × 10 −19,"Calculate the number of electrons constituting one coulomb of charge.
 "
"State in brief the meaning of a variable resistor. Draw a circuit diagram to illustrate its function specially in the study of variation in current with the potential difference across a resistor. [Board Term I, Set (38), 2011]",A device to regulate current without changing the voltage source in an electric circuit is called a variable resistor or a rheostat.,"A resistor of resistance R
 9
 Variable resistance or rheostat
 Also from Eq. (12.5) we get I = V/R (12.7) It is obvious from Eq. (12.7) that the current through a resistor is inversely proportional to its resistance. If the resistance is doubled the current gets halved. In many practical cases it is necessary to increase or decrease the current in an electric circuit. A component used to regulate current without changing the voltage source is called variable resistance. In an electric circuit, a device called rheostat is often used to change the resistance in the circuit. We will now study about electrical resistance of a conductor with the help of following Activity.
 "
What is meant by dispersion of light ? ,The splitting of light into its component colours is called dispersion of light.,"The prism has probably split the incident white light into a band of colours. Note the colours that appear at the two ends of the colour band. What is the sequence of colours that you see on the screen? The various colours seen are Violet, Indigo, Blue, Green, Yellow, Orange and Red, as shown in Fig. 11.5. The acronym VIBGYOR will help you to remember the sequence of colours. The band of the coloured components of a light beam is called its spectrum. You might Figure 11.5 Dispersion of white light by the glass prism not be able to see all the colours separately. Yet something makes each colour distinct from the other. The splitting of light into its component colours is called dispersion. You have seen that white light is dispersed into its seven-colour components by a prism. Why do we get these colours? Different colours of light bend through different angles with respect to the incident ray, as they pass through a prism. The red light bends the least while the violet the most. Thus the rays of each colour emerge along different paths and thus become distinct. It is the band of distinct colours that we see in a spectrum. Isaac Newton was the first to use a glass prism to obtain the spectrum of sunlight. He tried to split the colours of the spectrum of white light further by using another similar prism. However, he could not get any more colours. He then placed a second identical prism in an inverted position with respect to the first prism, as shown in Fig. 11.6. This Figure 11.6 Recombination of the spectrum of white light 193
 "
What is tyndall effect ? ,The scattering of light by colloidal solution is called tyndall effect.,"11.6 SCATTERING OF LIGHT
 spectacular phenomena in nature. The blue colour of the sky, colour of water in deep sea, the reddening of the sun at sunrise and the sunset are some of the wonderful phenomena we are familiar with. In the previous class, you have learnt about the scattering of light by colloidal particles. The path of a beam of light passing through a true solution is not visible. However, its path becomes visible through a colloidal solution where the size of the particles is relatively larger.
 spectacular phenomena in nature. The blue colour of the sky, colour of water in deep sea, the reddening of the sun at sunrise and the sunset are some of the wonderful phenomena we are familiar with. In the previous class, you have learnt about the scattering of light by colloidal particles. The path of a beam of light passing through a true solution is not visible. However, its path becomes visible through a colloidal solution where the size of the particles is relatively larger.
 11.6.1 Tyndall Effect The earth’s atmosphere is a heterogeneous mixture of minute particles. These particles include smoke, tiny water droplets, suspended particles of dust and molecules of air. When a beam of light strikes such fine particles, the path of the beam becomes visible. The light reaches us, after being reflected diffusely by these particles. The phenomenon of scattering of light by the colloidal particles gives rise to Tyndall effect which you have studied in Class IX. This phenomenon is seen when a fine beam of sunlight enters a smoke-filled room through a small hole. Thus, scattering of light makes the particles visible. Tyndall effect can also be observed when sunlight passes through a canopy of a dense forest. Here, tiny water droplets in the mist scatter light. The colour of the scattered light depends on the size of the scattering particles. Very fine particles scatter mainly blue light while particles of larger size scatter light of longer wavelengths. If the size of the scattering particles is large enough, then, the scattered light may even appear white.
 11.6.1 Tyndall Effect The earth’s atmosphere is a heterogeneous mixture of minute particles. These particles include smoke, tiny water droplets, suspended particles of dust and molecules of air. When a beam of light strikes such fine particles, the path of the beam becomes visible. The light reaches us, after being reflected diffusely by these particles. The phenomenon of scattering of light by the colloidal particles gives rise to Tyndall effect which you have studied in Class IX. This phenomenon is seen when a fine beam of sunlight enters a smoke-filled room through a small hole. Thus, scattering of light makes the particles visible. Tyndall effect can also be observed when sunlight passes through a canopy of a dense forest. Here, tiny water droplets in the mist scatter light. The colour of the scattered light depends on the size of the scattering particles. Very fine particles scatter mainly blue light while particles of larger size scatter light of longer wavelengths. If the size of the scattering particles is large enough, then, the scattered light may even appear white.
 "
Name the type of particles which acts as a prism in the formation of rainbow in the sky.,Water droplets present in the atmosphere.,"Figure 11.7 Rainbow in the sky Raindrop Sunlight
 allowed all the colours of the spectrum to pass through the second prism. He found a beam of white light emerging from the other side of the second prism. This observation gave Newton the idea that the sunlight is made up of seven colours. Any light that gives a spectrum similar to that of sunlight is often referred to as white light. A rainbow is a natural spectrum appearing in the sky after a rain shower (Fig. 11.7). It is caused by dispersion of sunlight by tiny water droplets, present in the atmosphere. A rainbow is always formed in a direction opposite to that of the Sun. The water droplets act like small prisms. They refract and disperse the incident sunlight, then reflect it internally, and finally refract it again when it comes out of the raindrop (Fig. 11.8). Due to the dispersion of light and internal reflection, different colours reach the observer’s eye. You can also see a rainbow on a sunny day when you look at the sky through a waterfall or through a water fountain, with the Sun behind you.
 11.5 ATMOSPHERIC REFRACTION Figure 11.8 Rainbow formation
 11.5 ATMOSPHERIC REFRACTION Figure 11.8 Rainbow formation
 Figure 11.9 Apparent star position due to atmospheric refraction
 You might have observed the apparent random wavering or flickering of objects seen through a turbulent stream of hot air rising above a fire or a radiator. The air just above the fire becomes hotter than the air further up. The hotter air is lighter (less dense) than the cooler air above it, and has a refractive index slightly less than that of the cooler air. Since the physical conditions of the refracting medium (air) are not stationary, the apparent position of the object, as seen through the hot air, fluctuates. This wavering is thus an effect of atmospheric refraction (refraction of light by the earth’s atmosphere) on a small scale in our local environment. The twinkling of stars is a similar phenomenon on a much larger scale. Let us see how we can explain it. Twinkling of stars The twinkling of a star is due to atmospheric refraction of starlight. The starlight, on entering the earth’s atmosphere, undergoes refraction continuously before it reaches the earth. The atmospheric refraction occurs in a medium of gradually changing refractive index. Since the atmosphere bends starlight towards the normal, the apparent position of the star is slightly different from its actual position. The star appears slightly higher (above) than its actual position when viewed near the horizon (Fig. 11.9). Further, this apparent position of the star is not stationary, but keeps on changing slightly, since the physical conditions of the earth’s atmosphere are not stationary, as was the case in the previous paragraph. Since the stars are very distant, they approximate point-sized sources of light. As the path of rays of light coming from the star goes on varying slightly, the apparent position of the star fluctuates and the amount of
 "
Which coloured component bends the least during the dispersion of white light through prism ? ,Red.,"Red litmus solution
 "
"Which colour of white light suffers (i) least deviation and (ii) maximum deviation when a beam of white light passes through a glass prism ?  Name the component of white light that deviates the least and the most while passing through a prism.[Board Term II, Set (2016), 2012]",(i) Least deviation – Red. (ii) Maximum deviation – Violet. ,"Red litmus solution
 "
"On which factor does the colour of the scattered white light depend ? [Board Term II, Set (2044), 2012]",Size of the particles of the medium through which it is passing.  1,"10.3.2 The Refractive Index You have already studied that a ray of light that travels obliquely from one transparent medium into another will change its direction in the second medium. The extent of the change in direction that takes place in a given pair of media may be expressed in terms of the refractive index, the “constant” appearing on the right-hand side of Eq.(10.4). The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media. It turns out that light propagates with different speeds in different media. Light travels fastest in vacuum with speed of 3×108 m s–1. In air, the speed of light is only marginally less, compared to that in vacuum. It reduces considerably in glass or water. The value of the refractive index for a given pair of media depends upon the speed of light in the two media, as given below. Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.10.11. Let v1 be the speed of light in medium 1 and v2 be the speed of light in medium 2. The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2. This is usually represented by the symbol n 21. This can be expressed in an equation form as n21=
 Speed of light in medium 1 v1 = Speed of light in medium 2 v 2
 Speed of light in medium 1 v1 = Speed of light in medium 2 v 2
 "
"The sky appears dark to passengers flying at a very high altitude. Why ? [Board Term II, Set (2036), 2012]","Due to lack of atmosphere, scattering is not prominent.","Figure 11.9 Apparent star position due to atmospheric refraction
 You might have observed the apparent random wavering or flickering of objects seen through a turbulent stream of hot air rising above a fire or a radiator. The air just above the fire becomes hotter than the air further up. The hotter air is lighter (less dense) than the cooler air above it, and has a refractive index slightly less than that of the cooler air. Since the physical conditions of the refracting medium (air) are not stationary, the apparent position of the object, as seen through the hot air, fluctuates. This wavering is thus an effect of atmospheric refraction (refraction of light by the earth’s atmosphere) on a small scale in our local environment. The twinkling of stars is a similar phenomenon on a much larger scale. Let us see how we can explain it. Twinkling of stars The twinkling of a star is due to atmospheric refraction of starlight. The starlight, on entering the earth’s atmosphere, undergoes refraction continuously before it reaches the earth. The atmospheric refraction occurs in a medium of gradually changing refractive index. Since the atmosphere bends starlight towards the normal, the apparent position of the star is slightly different from its actual position. The star appears slightly higher (above) than its actual position when viewed near the horizon (Fig. 11.9). Further, this apparent position of the star is not stationary, but keeps on changing slightly, since the physical conditions of the earth’s atmosphere are not stationary, as was the case in the previous paragraph. Since the stars are very distant, they approximate point-sized sources of light. As the path of rays of light coming from the star goes on varying slightly, the apparent position of the star fluctuates and the amount of
 11.6 SCATTERING OF LIGHT
 spectacular phenomena in nature. The blue colour of the sky, colour of water in deep sea, the reddening of the sun at sunrise and the sunset are some of the wonderful phenomena we are familiar with. In the previous class, you have learnt about the scattering of light by colloidal particles. The path of a beam of light passing through a true solution is not visible. However, its path becomes visible through a colloidal solution where the size of the particles is relatively larger.
 11.6.1 Tyndall Effect The earth’s atmosphere is a heterogeneous mixture of minute particles. These particles include smoke, tiny water droplets, suspended particles of dust and molecules of air. When a beam of light strikes such fine particles, the path of the beam becomes visible. The light reaches us, after being reflected diffusely by these particles. The phenomenon of scattering of light by the colloidal particles gives rise to Tyndall effect which you have studied in Class IX. This phenomenon is seen when a fine beam of sunlight enters a smoke-filled room through a small hole. Thus, scattering of light makes the particles visible. Tyndall effect can also be observed when sunlight passes through a canopy of a dense forest. Here, tiny water droplets in the mist scatter light. The colour of the scattered light depends on the size of the scattering particles. Very fine particles scatter mainly blue light while particles of larger size scatter light of longer wavelengths. If the size of the scattering particles is large enough, then, the scattered light may even appear white.
 "
The sky appears dark instead of blue to an astronaut. State its reason.  ,The sky appears dark to the astronaut as scattering does not take place at very high attitude due to the absence of atmosphere.,"Figure 11.9 Apparent star position due to atmospheric refraction
 You might have observed the apparent random wavering or flickering of objects seen through a turbulent stream of hot air rising above a fire or a radiator. The air just above the fire becomes hotter than the air further up. The hotter air is lighter (less dense) than the cooler air above it, and has a refractive index slightly less than that of the cooler air. Since the physical conditions of the refracting medium (air) are not stationary, the apparent position of the object, as seen through the hot air, fluctuates. This wavering is thus an effect of atmospheric refraction (refraction of light by the earth’s atmosphere) on a small scale in our local environment. The twinkling of stars is a similar phenomenon on a much larger scale. Let us see how we can explain it. Twinkling of stars The twinkling of a star is due to atmospheric refraction of starlight. The starlight, on entering the earth’s atmosphere, undergoes refraction continuously before it reaches the earth. The atmospheric refraction occurs in a medium of gradually changing refractive index. Since the atmosphere bends starlight towards the normal, the apparent position of the star is slightly different from its actual position. The star appears slightly higher (above) than its actual position when viewed near the horizon (Fig. 11.9). Further, this apparent position of the star is not stationary, but keeps on changing slightly, since the physical conditions of the earth’s atmosphere are not stationary, as was the case in the previous paragraph. Since the stars are very distant, they approximate point-sized sources of light. As the path of rays of light coming from the star goes on varying slightly, the apparent position of the star fluctuates and the amount of
 11.6.2 Why is the colour of the clear Sky Blue? The molecules of air and other fine particles in the atmosphere have size smaller than the wavelength of visible light. These are more effective in scattering light of shorter wavelengths at the blue end than light of longer wavelengths at the red end. The red light has a wavelength about 1.8 times greater than blue light. Thus, when sunlight passes through the atmosphere, the fine particles in air scatter the blue colour (shorter wavelengths) more strongly than red. The scattered blue light enters our eyes. If the earth had no atmosphere, there would not have been any scattering. Then, the sky would have looked dark. The sky appears dark to passengers flying at very high altitudes, as scattering is not prominent at such heights. You might have observed that ‘danger’ signal lights are red in colour. Do you know why? The red is least scattered by fog or smoke. Therefore, it can be seen in the same colour at a distance.
 "
What is the cause of dispersion of light on passing through a prism ? ,"The refractive index of the material of a prism is different for different colours of light as different colours have different speed in the material of a prism. Also, prism has non–parallel surfaces.","10.3.2 The Refractive Index You have already studied that a ray of light that travels obliquely from one transparent medium into another will change its direction in the second medium. The extent of the change in direction that takes place in a given pair of media may be expressed in terms of the refractive index, the “constant” appearing on the right-hand side of Eq.(10.4). The refractive index can be linked to an important physical quantity, the relative speed of propagation of light in different media. It turns out that light propagates with different speeds in different media. Light travels fastest in vacuum with speed of 3×108 m s–1. In air, the speed of light is only marginally less, compared to that in vacuum. It reduces considerably in glass or water. The value of the refractive index for a given pair of media depends upon the speed of light in the two media, as given below. Consider a ray of light travelling from medium 1 into medium 2, as shown in Fig.10.11. Let v1 be the speed of light in medium 1 and v2 be the speed of light in medium 2. The refractive index of medium 2 with respect to medium 1 is given by the ratio of the speed of light in medium 1 and the speed of light in medium 2. This is usually represented by the symbol n 21. This can be expressed in an equation form as n21=
 "
"What is Coliform ?  [Board Term II, Set (2008) A1, 2012]",It is a group of bacteria found in human intestine whose presence in water indicates contamination by disease causing micro-organisms. ,"Awareness about the problems caused by unthinkingly exploiting our resources has been a fairly recent phenomenon in our society. And once this awareness rises, some action is usually taken. You must have heard about the Ganga Action Plan. This multi-crore project came about in 1985 because the quality of the water in the Ganga was very poor. Coliform is a group of bacteria, found in human intestines, whose presence in water indicates contamination by disease-causing microorganisms.
 "
Define non-renewable sources of energy.,Non-renewable energy sources are which cannot be replaced easily when they get exhausted and are also called conventional sources of energy. Example : Fossil Fuels.,"CONVENTIONAL NON-CONVENTIONAL ALTERNA TERNATIVE TERNA TIVE OR NON1 4 . 3 AL SOURCES OF ENERGY
 "
Name the most common practice used to recharge ground water. ,Rain water harvesting.,"16.3.2 Water Harvesting
 A traditional technology is helping India’s “waterman” save thousands of parched villages and transform the lives of thousands of villagers in one of India’s most arid regions. In “two decades of efforts of Dr. Rajendra Singh, 8,600 johads and other structures to collect water have been built in Rajasthan,” and “Water had been brought back to a 1,000 villages across the state.” In 2015, he won the Stockholm Water Prize. It is the most prestigious award which honours a person who contributes to the conservation and protection of water resources for the wellbeing of the planet and its inhabitants.
 Watershed management emphasises scientific soil and water conservation in order to increase the biomass production. The aim is to develop primary resources of land and water, to produce secondary resources of plants and animals for use in a manner which will not cause ecological imbalance. Watershed management not only increases the production and income of the watershed community, but also mitigates droughts and floods and increases the life of the downstream dam and reservoirs. Various organisations have been working on rejuvenating ancient systems of water harvesting as an alternative to the ‘megaprojects’ like dams. These communities have used hundreds of indigenous water saving methods to capture every trickle of water that had fallen on their land; dug small pits and lakes, put in place simple watershed systems, built small earthen dams, constructed dykes, sand and limestone reservoirs, set up rooftop water-collecting units. This has recharged groundwater levels and even brought rivers back to life. Water harvesting is an age-old concept in India. Khadins, tanks and nadis in Rajasthan, bandharas and tals in Maharashtra, bundhis in Madhya Pradesh and Uttar Pradesh, ahars and pynes in Bihar, kulhs in Himachal Pradesh, ponds in the Kandi belt of Jammu region, and eris (tanks) in Tamil Nadu, surangams in Kerala, and kattas in Karnataka are some of the ancient water harvesting, including water conveyance, structures still in use today (see Fig. 16.4 for an example). Water harvesting techniques are highly locale specific and the benefits are also localised. Giving people control over their local water resources ensures that mismanagement and over-exploitation of these resources is reduced/removed. In largely level terrain, the water harvesting structures are mainly crescent shaped earthen embankments or low, straight concrete-andrubble “check dams” built across seasonally flooded gullies. Monsoon rains fill ponds behind the structures. Only the largest structures hold water year round; most dry up six months or less after the monsoons. Their main purpose, however, is not to hold surface water but to recharge the ground water beneath. The advantages of water stored in the ground
 "
How does mining cause environmental pollution ? ,Mining causes pollution because of the large amount of the slag which is discarded for every tone of the metal extracted. ,"The disposal of the waste we generate is causing serious environmental problems.
 "
Name two indigenous water saving methods. ,Digging small pits and lakes. ,"Add sufficient water to obtain the extract.
 "
List two measures that you would suggest for the better management of water resources. ,Two measures for the better management of water resources are : (i) Rainwater harvesting (ii) Construction of dams.,"16.3.2 Water Harvesting
 A traditional technology is helping India’s “waterman” save thousands of parched villages and transform the lives of thousands of villagers in one of India’s most arid regions. In “two decades of efforts of Dr. Rajendra Singh, 8,600 johads and other structures to collect water have been built in Rajasthan,” and “Water had been brought back to a 1,000 villages across the state.” In 2015, he won the Stockholm Water Prize. It is the most prestigious award which honours a person who contributes to the conservation and protection of water resources for the wellbeing of the planet and its inhabitants.
 Watershed management emphasises scientific soil and water conservation in order to increase the biomass production. The aim is to develop primary resources of land and water, to produce secondary resources of plants and animals for use in a manner which will not cause ecological imbalance. Watershed management not only increases the production and income of the watershed community, but also mitigates droughts and floods and increases the life of the downstream dam and reservoirs. Various organisations have been working on rejuvenating ancient systems of water harvesting as an alternative to the ‘megaprojects’ like dams. These communities have used hundreds of indigenous water saving methods to capture every trickle of water that had fallen on their land; dug small pits and lakes, put in place simple watershed systems, built small earthen dams, constructed dykes, sand and limestone reservoirs, set up rooftop water-collecting units. This has recharged groundwater levels and even brought rivers back to life. Water harvesting is an age-old concept in India. Khadins, tanks and nadis in Rajasthan, bandharas and tals in Maharashtra, bundhis in Madhya Pradesh and Uttar Pradesh, ahars and pynes in Bihar, kulhs in Himachal Pradesh, ponds in the Kandi belt of Jammu region, and eris (tanks) in Tamil Nadu, surangams in Kerala, and kattas in Karnataka are some of the ancient water harvesting, including water conveyance, structures still in use today (see Fig. 16.4 for an example). Water harvesting techniques are highly locale specific and the benefits are also localised. Giving people control over their local water resources ensures that mismanagement and over-exploitation of these resources is reduced/removed. In largely level terrain, the water harvesting structures are mainly crescent shaped earthen embankments or low, straight concrete-andrubble “check dams” built across seasonally flooded gullies. Monsoon rains fill ponds behind the structures. Only the largest structures hold water year round; most dry up six months or less after the monsoons. Their main purpose, however, is not to hold surface water but to recharge the ground water beneath. The advantages of water stored in the ground
 Watershed management emphasises scientific soil and water conservation in order to increase the biomass production. The aim is to develop primary resources of land and water, to produce secondary resources of plants and animals for use in a manner which will not cause ecological imbalance. Watershed management not only increases the production and income of the watershed community, but also mitigates droughts and floods and increases the life of the downstream dam and reservoirs. Various organisations have been working on rejuvenating ancient systems of water harvesting as an alternative to the ‘megaprojects’ like dams. These communities have used hundreds of indigenous water saving methods to capture every trickle of water that had fallen on their land; dug small pits and lakes, put in place simple watershed systems, built small earthen dams, constructed dykes, sand and limestone reservoirs, set up rooftop water-collecting units. This has recharged groundwater levels and even brought rivers back to life. Water harvesting is an age-old concept in India. Khadins, tanks and nadis in Rajasthan, bandharas and tals in Maharashtra, bundhis in Madhya Pradesh and Uttar Pradesh, ahars and pynes in Bihar, kulhs in Himachal Pradesh, ponds in the Kandi belt of Jammu region, and eris (tanks) in Tamil Nadu, surangams in Kerala, and kattas in Karnataka are some of the ancient water harvesting, including water conveyance, structures still in use today (see Fig. 16.4 for an example). Water harvesting techniques are highly locale specific and the benefits are also localised. Giving people control over their local water resources ensures that mismanagement and over-exploitation of these resources is reduced/removed. In largely level terrain, the water harvesting structures are mainly crescent shaped earthen embankments or low, straight concrete-andrubble “check dams” built across seasonally flooded gullies. Monsoon rains fill ponds behind the structures. Only the largest structures hold water year round; most dry up six months or less after the monsoons. Their main purpose, however, is not to hold surface water but to recharge the ground water beneath. The advantages of water stored in the ground
 "
Mention one reason of discontentment among the people who have been displaced by building dams. ,It displaces large number of local people without adequate compensation and rehabilitation.,"(iii) Environmental problems because they contribute enormously to deforestation and the loss of biological diversity. The people who have been displaced by various development projects are largely poor tribals who do not get any benefits from these projects and are alienated from their lands and forests without adequate compensation. The oustees of the Tawa Dam built in the 1970s are still fighting for the benefits they were promised.
 16.3.2 Water Harvesting
 A traditional technology is helping India’s “waterman” save thousands of parched villages and transform the lives of thousands of villagers in one of India’s most arid regions. In “two decades of efforts of Dr. Rajendra Singh, 8,600 johads and other structures to collect water have been built in Rajasthan,” and “Water had been brought back to a 1,000 villages across the state.” In 2015, he won the Stockholm Water Prize. It is the most prestigious award which honours a person who contributes to the conservation and protection of water resources for the wellbeing of the planet and its inhabitants.
 A traditional technology is helping India’s “waterman” save thousands of parched villages and transform the lives of thousands of villagers in one of India’s most arid regions. In “two decades of efforts of Dr. Rajendra Singh, 8,600 johads and other structures to collect water have been built in Rajasthan,” and “Water had been brought back to a 1,000 villages across the state.” In 2015, he won the Stockholm Water Prize. It is the most prestigious award which honours a person who contributes to the conservation and protection of water resources for the wellbeing of the planet and its inhabitants.
 Watershed management emphasises scientific soil and water conservation in order to increase the biomass production. The aim is to develop primary resources of land and water, to produce secondary resources of plants and animals for use in a manner which will not cause ecological imbalance. Watershed management not only increases the production and income of the watershed community, but also mitigates droughts and floods and increases the life of the downstream dam and reservoirs. Various organisations have been working on rejuvenating ancient systems of water harvesting as an alternative to the ‘megaprojects’ like dams. These communities have used hundreds of indigenous water saving methods to capture every trickle of water that had fallen on their land; dug small pits and lakes, put in place simple watershed systems, built small earthen dams, constructed dykes, sand and limestone reservoirs, set up rooftop water-collecting units. This has recharged groundwater levels and even brought rivers back to life. Water harvesting is an age-old concept in India. Khadins, tanks and nadis in Rajasthan, bandharas and tals in Maharashtra, bundhis in Madhya Pradesh and Uttar Pradesh, ahars and pynes in Bihar, kulhs in Himachal Pradesh, ponds in the Kandi belt of Jammu region, and eris (tanks) in Tamil Nadu, surangams in Kerala, and kattas in Karnataka are some of the ancient water harvesting, including water conveyance, structures still in use today (see Fig. 16.4 for an example). Water harvesting techniques are highly locale specific and the benefits are also localised. Giving people control over their local water resources ensures that mismanagement and over-exploitation of these resources is reduced/removed. In largely level terrain, the water harvesting structures are mainly crescent shaped earthen embankments or low, straight concrete-andrubble “check dams” built across seasonally flooded gullies. Monsoon rains fill ponds behind the structures. Only the largest structures hold water year round; most dry up six months or less after the monsoons. Their main purpose, however, is not to hold surface water but to recharge the ground water beneath. The advantages of water stored in the ground
 "
List two causes of pollution of river Ganga. ,"Major causes of pollution of river Ganga : (i) Release of industrial waste into the river. (ii) People use river water for domestic purposes and add pollutants like surf, detergents, soap to the river. (iii) People flow food items, images of gods and goddesses into the river due to ritualistic reasons. (Any two) ½+½","Pollution of the Ganga The Ganga runs its course of over 2500 km from Gangotri in the Himalayas to Ganga Sagar in the Bay of Bengal. It is being turned into a drain by more than a hundred towns and cities in Uttar Pradesh, Bihar and West Bengal that pour their garbage and excreta into it. Largely untreated sewage is dumped into the Ganges every day. In addition, think of the pollution caused by other human activities like bathing, washing of clothes and immersion of ashes or unburnt corpses. And then, industries contribute chemical effluents to the Ganga’s pollution load and the toxicity kills fish in large sections of the river. Namami Gange Programme is an Integrated Conservation Mission approved as a Flagship Programme by the Union Government in June, 2014. It was launched to accomplish the twin objectives of effective abatement of pollution conservation and rejuvenation of River Ganga. The National Mission for Clean Ganga is the implementation wing set up in October, 2016. As you can see, there are some measurable factors which are used to quantify pollution or the quality of the water that we use for various activities. Some of the pollutants are harmful even when present in very small quantities and we require sophisticated equipment to measure them. But as we learnt in Chapter 2, the pH of water is something that can easily be checked using universal indicator.
 "
"Water is a valuable resource. List two ways, that you would suggest every family member to save this resource. ",Turning-off the taps when not in use. Checking the leaking water pipelines and getting them repaired.,"Find out how the sewage in your locality is treated. Are there mechanisms in place to ensure that local water bodies are not polluted by untreated sewage. Find out how the local industries in your locality treat their wastes. Are there mechanisms in place to ensure that the soil and water are not polluted by this waste?
 "
Why is reuse better than recycle ? ,Reuse is better than recycle as it saves energy.,"This means that you use less. You save electricity by switching off unnecessary lights and fans. You save water by repairing leaky taps. Do not waste food. Can you think of other things that you can reduce the usage of ? This is actually even better than recycling because the process of recycling uses some energy. In the ‘reuse’ strategy, you simply use things again and again. Instead of throwing away used envelopes, you can reverse it and use it again. The plastic bottles in which you buy various food-items like jam or pickle can be used for storing things in the kitchen. What other items can we reuse?
 Reuse:
 Recycle:
 This means that you collect plastic, paper, glass and metal items and recycle these materials to make required things instead of synthesising or extracting fresh plastic, paper, glass or metal. In order to recycle, we first need to segregate our wastes so that the material that can be recycled is not dumped along with other wastes. Does your village/town/ city have a mechanism in place for recycling these materials?
 "
List any two measures that you suggest for better management of water resources. ,Two change that can be made in our habits to reduce the consumption of electricity or water are : (i) Switch off light and fans when not in use. (ii) Leaked taps should be repaired immediately. ½+½,"This means that you use less. You save electricity by switching off unnecessary lights and fans. You save water by repairing leaky taps. Do not waste food. Can you think of other things that you can reduce the usage of ? This is actually even better than recycling because the process of recycling uses some energy. In the ‘reuse’ strategy, you simply use things again and again. Instead of throwing away used envelopes, you can reverse it and use it again. The plastic bottles in which you buy various food-items like jam or pickle can be used for storing things in the kitchen. What other items can we reuse?
 "
