question,answer,context
Is there any animal cell that lacks lysosomes ? ,Mammalian RBCs  lack lysosomes.,"present in eukaryotic cells. Many of the functions of such organelles are also performed by poorly organised parts of the cytoplasm (see section 5.2.4). The chlorophyll in photosynthetic prokaryotic bacteria is associated with membranous vesicles (bag like structures) but not with plastids as in eukaryotic cells (see section 5.2.5).
 Plasma membrane
 Ribosomes
 Prokaryotic Cell
 Eukaryotic Cell
 5.2.5 (iii) LYSOSOMES Structurally, lysosomes are membrane-bound sacs filled with digestive enzymes. These enzymes are made by RER. Lysosomes are a kind of waste disposal system of the cell. These help to keep the cell clean by digesting any foreign material as well as worn-out cell organelles. Foreign materials entering the cell, such as bacteria or food, as well as old organelles end up in the lysosomes, which break complex substances into simpler substances. Lysosomes are able to do this because they contain powerful digestive enzymes capable of breaking down all organic material. During the disturbance in cellular metabolism, for example, when the cell gets
 "
Plant cells have large vacuoles each surrounded by a membrane. What is the name of this membrane? ,The membrane that surrounds the vacuole is called tonoplast. The vacuole contains cell sap in it.,"5.2.5 (vi) VACUOLES Vacuoles are storage sacs for solid or liquid contents. Vacuoles are small sized in animal cells while plant cells have very large vacuoles. The central vacuole of some plant cells may occupy 50-90% of the cell volume. THE FUNDAMENTAL UNIT
 OF
 In plant cells vacuoles are full of cell sap and provide turgidity and rigidity to the cell. Many substances of importance in the life of the plant cell are stored in vacuoles. These include amino acids, sugars, various organic acids and some proteins. In single-celled organisms like Amoeba, the food vacuole contains the food items that the Amoeba has consumed. In some unicellular organisms, specialised vacuoles also play important roles in expelling excess water and some wastes from the cell.
 "
Name the tissue which is responsible for increase in length of stem and root. ,Apical meristem.  1,"6.2 Plant Tissues 6.2.1 MERISTEMATIC
 From the above observations, answer the following questions: 1. Which of the two onions has longer roots? Why? 2. Do the roots continue growing even after we have removed their tips? 3. Why would the tips stop growing in jar 2 after we cut them?
 The growth of plants occurs only in certain specific regions. This is because the dividing tissue, also known as meristematic tissue, is located only at these points. Depending on the region where they are present, meristematic tissues are classified as apical, lateral and intercalary (Fig. 6.2). New cells produced by meristem are initially like those of meristem itself, but as they grow and mature, their characteristics slowly change and they become differentiated as components of other tissues.
 The growth of plants occurs only in certain specific regions. This is because the dividing tissue, also known as meristematic tissue, is located only at these points. Depending on the region where they are present, meristematic tissues are classified as apical, lateral and intercalary (Fig. 6.2). New cells produced by meristem are initially like those of meristem itself, but as they grow and mature, their characteristics slowly change and they become differentiated as components of other tissues.
 TISSUE
 Apical meristem
 Apical meristem
 "
Name the four elements of phloem. ,"Sieve tubes, companion cells, phloem parenchyma and phloem fibres.","Sieve plate Sieve tube
 The different types of tissues we have discussed until now are all made of one type of cells, which look like each other. Such tissues are called simple permanent tissue. Yet another type of permanent tissue is complex tissue. Complex tissues are made of more than one type of cells. All these cells coordinate to perform a common function. Xylem and phloem are examples of such complex tissues. They are both conducting tissues and constitute a vascular bundle. Vascular tissue
 Phloem parenchyma Companion cell
 Phloem parenchyma Companion cell
 "
What are the types of complex permanent tissues ? ,Xylem and phloem.,"Phloem
 Xylem Vascular bundle
 Phloem parenchyma Companion cell
 (d) Section of phloem
 "
Name the two types of plant tissues.,Meristematic tissue and permanent tissue.,"Plant tissues are of two main types – meristematic and permanent.
 •
 Meristematic tissue is the dividing tissue present in the growing regions of the plant.
 Meristematic tissue is the dividing tissue present in the growing regions of the plant.
 •
 Permanent tissues are derived from meristematic tissue once they lose the ability to divide. They are classified as simple and complex tissues.
 Permanent tissues are derived from meristematic tissue once they lose the ability to divide. They are classified as simple and complex tissues.
 "
What is meristematic tissue ?,Meristematic tissue is capable of dividing and is found in the developing regions of the plant.,"6.2 Plant Tissues 6.2.1 MERISTEMATIC
 From the above observations, answer the following questions: 1. Which of the two onions has longer roots? Why? 2. Do the roots continue growing even after we have removed their tips? 3. Why would the tips stop growing in jar 2 after we cut them?
 The growth of plants occurs only in certain specific regions. This is because the dividing tissue, also known as meristematic tissue, is located only at these points. Depending on the region where they are present, meristematic tissues are classified as apical, lateral and intercalary (Fig. 6.2). New cells produced by meristem are initially like those of meristem itself, but as they grow and mature, their characteristics slowly change and they become differentiated as components of other tissues.
 Meristematic tissue is the dividing tissue present in the growing regions of the plant.
 "
How many types of meristematic tissues are there on the basis of their presence ?,"Three namely—apical, lateral  and intercalary. 1 Mark each","X and
 "
What do you understand by differentiation ?,"When meristematic tissues lose their ability to divide and become permanent in shape, size and function, the process is called differentiation.","What happens to the cells formed by meristematic tissue? They take up a specific role and lose the ability to divide. As a result, they form a permanent tissue. This process of taking up a permanent shape, size, and a function is called differentiation. Differentiation leads to the development of various types of permanent tissues.
 Meristematic tissue is the dividing tissue present in the growing regions of the plant.
 •
 Permanent tissues are derived from meristematic tissue once they lose the ability to divide. They are classified as simple and complex tissues.
 "
How is permanent tissue formed from meristematic tissue ?,When the cells take up a specific role and lose their ability to divide.,"divides to form two identical daughter cells (Fig. 5.7). The daughter cells have the same number of chromosomes as mother cell. It helps in growth and repair of tissues in organisms. Specific cells of reproductive organs or tissues in animals and plants divide to form gametes, which after fertilisation give rise to
 offspring. They divide by a different process called meiosis which involves two consecutive divisions. When a cell divides by meiosis it produces four new cells instead of just two (Fig. 5.8). The new cells only have half the number of chromosomes than that of the mother cells. Can you think as to why the chromosome number has reduced to half in daughter cells?
 offspring. They divide by a different process called meiosis which involves two consecutive divisions. When a cell divides by meiosis it produces four new cells instead of just two (Fig. 5.8). The new cells only have half the number of chromosomes than that of the mother cells. Can you think as to why the chromosome number has reduced to half in daughter cells?
 "
What is source of cork ?,"Cork is obtained from the bark of a tree i.e., oak plant’s stem.","Chapter 5 THE FUNDAMENTAL UNIT While examining a thin slice of cork, Robert Hooke saw that the cork resembled the structure of a honeycomb consisting of many little compartments. Cork is a substance which comes from the bark of a tree. This was in the year 1665 when Hooke made this chance observation through a self-designed microscope. Robert Hooke called these boxes cells. Cell is a Latin word for ‘a little room’. This may seem to be a very small and insignificant incident but it is very important in the history of science. This was the very first time that someone had observed that living things appear to consist of separate units. The use of the word ‘cell’ to describe these units is being used till this day in biology. Let us find out about cells.
 "
What are stomata ?,Stomata are the small pores present in the epidermis of leaf.,"parts of the plant often secrete a waxy, waterresistant layer on their outer surface. This aids in protection against loss of water, mechanical injury and invasion by parasitic fungi. Since it has a protective role to play, cells of epidermal tissue form a continuous layer without intercellular spaces. Most epidermal cells are relatively flat. Often their outer and side walls are thicker than the inner wall. We can observe small pores here and there in the epidermis of the leaf. These pores are called stomata (Fig. 6.5). Stomata are enclosed by two kidney-shaped cells called guard cells. They are necessary for exchanging gases with the atmosphere. Transpiration (loss of water in the form of water vapour) also takes place through stomata. 71
 "
What do you mean by guard cells ?,Stomata are enclosed by two kidney-shaped cells which are called guard cells.,"Guard cells Stoma Epidermal cell (a)
 Guard cell (b)
 Guard cell (b)
 Fig. 6.5: Guard cells and epidermal cells: (a) lateral view, (b) surface view
 "
Name the complex plant tissues.,Xylem and phloem.,"Phloem
 Xylem Vascular bundle
 Phloem parenchyma Companion cell
 (d) Section of phloem
 "
What are vascular bundles ?,"Vascular bundles consist of xylem and phloem. 1 TISSUES, ORGANS, ORGAN SYSTEM, ORGANISM","Xylem Vascular bundle
 "
"What is the function of cutin, the waxy substance present in epidermis of desert plants ?",Cutin checks loss of water in desert plants.,"Proper drainage system (H) Treatment of water (S)
 "
Water Hyacinth floats on water surface. Explain.,Water Hyacinth has spongy petioles which enclose a lot of air in its aerenchyma. Air makes the plant lighter than water and so it is able to float on the surface of water.,"In some situations, it contains chlorophyll and performs photosynthesis, and then it is called chlorenchyma. In aquatic plants, large air cavities are present in parenchyma to help them float. Such a parenchyma type is called aerenchyma. The flexibility in plants is due to another permanent tissue, collenchyma. It allows bending of various parts of a plant like tendrils and stems of climbers without breaking. It also provides mechanical support. We can find this tissue in leaf stalks below the epidermis. The cells of this tissue are living, elongated and irregularly thickened at the corners. There is very little intercellular space (Fig. 6.4 b).
 "
Why is cork impervious to gases and water ? ,Cork is impervious due to a chemical called suberin.,"The cork floats while the nail sinks. This happens because of the difference in their densities. The density of a substance is defined as the mass per unit volume. The density of cork is less than the density of water. This means that the upthrust of water on the cork is greater than the weight of the cork. So it floats (Fig. 10.5). The density of an iron nail is more than the density of water. This means that the upthrust of water on the iron nail is less than the weight of the nail. So it sinks. Therefore objects of density less than that of a liquid float on the liquid. The objects of density greater than that of a liquid sink in the liquid.
 "
Name the following tissues :  that forms the inner lining of our mouth.  present in the brain. , Epithelial tissue-squamous epithelium  Nervous tissue,"Fig. 6.9: Different types of epithelial tissues
 Animal tissues can be epithelial, connective, muscular and nervous tissue.
 •
 Depending on shape and function, epithelial tissue is classified as squamous, cuboidal, columnar, ciliated and glandular.
 "
Name the following tissues : 1 Mark each  Found in the iris of the eye.  That connects two bones. ," Involuntary muscles,  Ligament  ½ + ½ TISSUES, ORGANS, ORGAN SYSTEM, ORGANISM","Muscular tissue consists of elongated cells, also called muscle fibres. This tissue is responsible for movement in our body. 75
 "
State two functions of the adipose tissues.  , It helps in storage of fats.  It act as an insulator.,"Fat cell
 "
How are simple epithelial tissue and compound epithelial tissue different ?,Simple epithelial tissue is unilaminar while compound epithelial tissues is multilaminar.,"Depending on shape and function, epithelial tissue is classified as squamous, cuboidal, columnar, ciliated and glandular.
 "
Which epithelial tissue is present on the tongue ?,Stratified squamous epithelium.,"of epithelium. This is called the simple squamous epithelium (squama means scale
 (a) Squamous
 (b) Stratified squamous
 (b) Stratified squamous
 of skin). Simple squamous epithelial cells are extremely thin and flat and form a delicate lining. The oesophagus and the lining of the mouth are also covered with squamous epithelium. The skin, which protects the body, is also made of squamous epithelium. Skin epithelial cells are arranged in many layers to prevent wear and tear. Since they are arranged in a pattern of layers, the epithelium is called stratified squamous epithelium. Where absorption and secretion occur, as in the inner lining of the intestine, tall epithelial cells are present. This columnar (meaning ‘pillar-like’) epithelium facilitates movement across the epithelial barrier. In the respiratory tract, the columnar epithelial tissue also has cilia, which are hair-like projections on the outer surfaces of epithelial cells. These cilia can move, and their movement pushes the mucus forward to clear it. This type of epithelium is thus ciliated columnar epithelium. Cuboidal epithelium (with cube-shaped cells) forms the lining of kidney tubules and ducts of salivary glands, where it provides mechanical support. Epithelial cells often acquire additional specialisation as gland cells, which can secrete substances at the epithelial surface. Sometimes a portion of the epithelial tissue folds inward, and a multicellular gland is formed. This is glandular epithelium.
 "
Which tissue contains flat squamous cells arranged in many layers to prevent wear and tear of parts ?,Stratified squamous eipithelium.,"of epithelium. This is called the simple squamous epithelium (squama means scale
 (a) Squamous
 (b) Stratified squamous
 (b) Stratified squamous
 of skin). Simple squamous epithelial cells are extremely thin and flat and form a delicate lining. The oesophagus and the lining of the mouth are also covered with squamous epithelium. The skin, which protects the body, is also made of squamous epithelium. Skin epithelial cells are arranged in many layers to prevent wear and tear. Since they are arranged in a pattern of layers, the epithelium is called stratified squamous epithelium. Where absorption and secretion occur, as in the inner lining of the intestine, tall epithelial cells are present. This columnar (meaning ‘pillar-like’) epithelium facilitates movement across the epithelial barrier. In the respiratory tract, the columnar epithelial tissue also has cilia, which are hair-like projections on the outer surfaces of epithelial cells. These cilia can move, and their movement pushes the mucus forward to clear it. This type of epithelium is thus ciliated columnar epithelium. Cuboidal epithelium (with cube-shaped cells) forms the lining of kidney tubules and ducts of salivary glands, where it provides mechanical support. Epithelial cells often acquire additional specialisation as gland cells, which can secrete substances at the epithelial surface. Sometimes a portion of the epithelial tissue folds inward, and a multicellular gland is formed. This is glandular epithelium.
 "
"Which has more inertia, a cricket ball or a rubber ball of the same size ? Give reason for your answer. ","Inertia of a body depends on its mass. A cricket ball has more mass than a rubber ball, thus it has greater inertia.","9.3 Inertia and Mass All the examples and activities given so far illustrate that there is a resistance offered by an object to change its state of motion. If it is at rest it tends to remain at rest; if it is moving it tends to keep moving. This property of an object is called its inertia. Do all bodies have the same inertia? We know that it is easier to push an empty box than a box full of books. Similarly, if we kick a football it flies away. But if we kick a stone of the same size with equal force, it hardly moves. We may, in fact, get an injury in our foot while doing so! Similarly, in activity 9.2, instead of a
 uestions 1. Which of the following has more inertia: (a) a rubber ball and a stone of the same size? (b) a bicycle and a train? (c) a fiverupees coin and a one-rupee coin? 2. In the following example, try to identify the number of times the velocity of the ball changes: “A football player kicks a football to another player of his team who kicks the football towards the goal. The goalkeeper of the opposite team collects the football and kicks it towards a player of his own team”. Also identify the agent supplying the force in each case. 3. Explain why some of the leaves may get detached from a tree if we vigorously shake its branch. 4. Why do you fall in the forward direction when a moving bus brakes to a stop and fall backwards when it accelerates from rest?
 "
When a carpet is beaten with a stick it releases dust. Explain why ? ,"As dust possess inertia of rest, it resists the change and falls down.","9.3 Inertia and Mass All the examples and activities given so far illustrate that there is a resistance offered by an object to change its state of motion. If it is at rest it tends to remain at rest; if it is moving it tends to keep moving. This property of an object is called its inertia. Do all bodies have the same inertia? We know that it is easier to push an empty box than a box full of books. Similarly, if we kick a football it flies away. But if we kick a stone of the same size with equal force, it hardly moves. We may, in fact, get an injury in our foot while doing so! Similarly, in activity 9.2, instead of a
 "
"Why does a person in a bus tends to fall forward, when it stops suddenly ? ","When the driver of the bus in which a person is travelling applies brakes suddenly, the person tends to move forward due to inertia.","impact or collision with the panels in front. Safety belts are worn to prevent such accidents. Safety belts exert a force on our body to make the forward motion slower. An opposite experience is encountered when we are standing in a bus and the bus begins to move suddenly. Now we tend to fall backwards. This is because the sudden start of the bus brings motion to the bus as well as to our feet in contact with the floor of the bus. But the rest of our body opposes this motion because of its inertia. When a motorcar makes a sharp turn at a high speed, we tend to get thrown to one side. This can again be explained on the basis of the law of inertia. We tend to continue in our straight-line motion. When an unbalanced force is applied by the engine to change the direction of motion of the motorcar, we slip to one side of the seat due to the inertia of our body. The fact that a body will remain at rest unless acted upon by an unbalanced force can be illustrated through the following activities:
 "
"Which has highest inertia : solids made of aluminium, steel and wood of same shape and same volume. ",Solid made of steel has the highest inertia because its mass is greater than aluminium and wooden solids.  1 1 Mark each,"Solid
 "
"Raju is having three solid blocks of same size and shape made up of steel, wood and plastic. Which one of these will have highest inertia ? Give reason for your choice. ",Steel block as it has highest mass. ,"by the wooden block on the table top if it is made to lie on the table top with its sides of dimensions (a) 20 cm × 10 cm and (b) 40 cm × 20 cm. Solution: The mass of the wooden block = 5 kg The dimensions = 40 cm × 20 cm × 10 cm Here, the weight of the wooden block applies a thrust on the table top. That is, Thrust = F = m × g = 5 kg × 9.8 m s–2 = 49 N Area of a side = length × breadth = 20 cm × 10 cm = 200 cm2 = 0.02 m2 From Eq. (10.20), 49 N
 "
Find the momentum of a man of mass 75 kg when he walks with a velocity of 2 m/s.,150 kgm/s.   1,"K m kg N m3 kg m–3
 "
Name the physical quantity that measures inertia. State its SI unit. ,Mass. SI unit is kg. ,"Here a [ = (v – u)/t ] is the acceleration, which is the rate of change of velocity. The quantity, k is a constant of proportionality. The SI units of mass and acceleration are kg and m s-2 respectively. The unit of force is so chosen that the value of the constant, k becomes one. For this, one unit of force is defined as the amount that produces an acceleration of 1 m s-2 in an object of 1 kg mass. That is, 1 unit of force = k × (1 kg) × (1 m s-2). Thus, the value of k becomes 1. From Eq. (9.3) (9.4)
 F = ma -2
 The unit of force is kg m s or newton, which has the symbol N. The second law of 119
 Mass (kg)
 "
Name the physical quantity which is measured by rate of change of momentum.,Force.   1,"FORCE
 "
A ball is thrown vertically upwards. What is its momentum at the highest point ? ,Zero as v = 0.  1,"0
 0
 0
 0
 0
 "
How can we separate cream from milk ?,By centrifugation method.,"Take some full-cream milk in a test tube. Centrifuge it by using a centrifuging machine for two minutes. If a centrifuging machine is not available in the school, you can do this activity at home by using a milk churner, used in the kitchen. If you have a milk dairy nearby, visit it and ask (i) how they separate cream from milk and (ii) how they make cheese (paneer) from milk.
 "
How can we separate a mixture of two immiscible liquids ?,By using a separating funnel.,"2.3.3 HOW CAN WE SEPARATE A MIXTURE OF TWO IMMISCIBLE LIQUIDS?
 Activity ______________ 2.6 •
 Let us try to separate kerosene oil from water using a separating funnel. Pour the mixture of kerosene oil and water in a separating funnel (Fig. 2.6). Let it stand undisturbed for sometime so that separate layers of oil and water are formed. Open the stopcock of the separating funnel and pour out the lower layer of water carefully. Close the stopcock of the separating funnel as the oil reaches the stop-cock.
 Let us try to separate kerosene oil from water using a separating funnel. Pour the mixture of kerosene oil and water in a separating funnel (Fig. 2.6). Let it stand undisturbed for sometime so that separate layers of oil and water are formed. Open the stopcock of the separating funnel and pour out the lower layer of water carefully. Close the stopcock of the separating funnel as the oil reaches the stop-cock.
 "
How can we separate a mixture of two miscible liquids ?,By distillation.,"Let us try to separate acetone and water from their mixture. Take the mixture in a distillation flask. Fit it with a thermometer. Arrange the apparatus as shown in Fig. 2.9. Heat the mixture slowly keeping a close watch at the thermometer. The acetone vaporises, condenses in the condenser and can be collected from the condenser outlet. Water is left behind in the distillation flask.
 Fig.2.9: Separation of two miscible liquids by distillation 21
 Air is a homogeneous mixture and can be separated into its components by fractional distillation. The flow diagram (Fig. 2.11) shows the steps of the process.
 This method is called distillation. It is used for the separation of components of a mixture containing two miscible liquids that boil without decomposition and have sufficient difference in their boiling points. To separate a mixture of two or more miscible liquids for which the difference in boiling points is less than 25 K, fractional distillation process is used, for example, for the separation of different gases from air, different factions from petroleum products etc. The apparatus is similar to that for simple distillation, except that a fractionating column is fitted in between the distillation flask and the condenser. A simple fractionating column is a tube packed with glass beads. The beads provide surface for the vapours to cool and condense repeatedly, as shown in Fig. 2.10. Fig. 2.11: Flow diagram shows the process of obtaining gases from air
 This method is called distillation. It is used for the separation of components of a mixture containing two miscible liquids that boil without decomposition and have sufficient difference in their boiling points. To separate a mixture of two or more miscible liquids for which the difference in boiling points is less than 25 K, fractional distillation process is used, for example, for the separation of different gases from air, different factions from petroleum products etc. The apparatus is similar to that for simple distillation, except that a fractionating column is fitted in between the distillation flask and the condenser. A simple fractionating column is a tube packed with glass beads. The beads provide surface for the vapours to cool and condense repeatedly, as shown in Fig. 2.10. Fig. 2.11: Flow diagram shows the process of obtaining gases from air
 "
What is filtration ? 1 Mark each,When the insoluble component is separated by filtering the solution through a medium or membrane it is called filtration.,"Fig. 2.2: Filtration
 "
For the separation of what kind of solutes is the process of chromatography used ?,Chromatography is used for the separation of those solutes that dissolve in the same solvent.,"This process of separation of components of a mixture is known as chromatography. Kroma in Greek means colour. This technique was first used for separation of colours, so this name was given. Chromatography is the technique used for separation of those solutes that dissolve in the same solvent. With the advancement in technology, newer techniques of chromatography have been developed. You will study about chromatography in higher classes.
 "
How can we obtain different gases from air ?,By fractional distillation. IS MATTER AROUND US PURE ?,"IS MATTER AROUND US PURE?
 "
How can we obtain pure copper sulphate from an impure sample ?,By crystallization.,"it. To remove these impurities, the process of crystallisation is used. Crystallisation is a process that separates a pure solid in the form of its crystals from a solution. Crystallisation technique is better than simple evaporation technique as – • some solids decompose or some, like sugar, may get charred on heating to dryness. • some impurities may remain dissolved in the solution even after filtration. On evaporation these contaminate the solid.
 What do you observe in the china dish? Do the crystals look alike? How will you separate the crystals from the liquid in the china dish?
 The crystallisation method is used to purify solids. For example, the salt we get from sea water can have many impurities in
 "
Give an application of crystallization.,Purification of salt that we get from sea water.,"Take a 100 mL beaker. Fill half the beaker with water and mark the level of water. Dissolve some salt/ sugar with the help of a glass rod. Observe any change in water level. What do you think has happened to the salt? Where does it disappear? Does the level of water change?
 In order to answer these questions we need to use the idea that matter is made up of particles. What was there in the spoon, salt or sugar, has now spread throughout water. This is illustrated in Fig. 1.1.
 Fig. 1.1: When we dissolve salt in water, the particles of salt get into the spaces between particles of water.
 The crystallisation method is used to purify solids. For example, the salt we get from sea water can have many impurities in
 Purification of salt that we get from sea water. • Separation of crystals of alum (phitkari) from impure samples. Thus, by choosing one of the above methods according to the nature of the components of a mixture, we get a pure substance. With advancements in technology many more methods of separation techniques have been devised. In cities, drinking water is supplied from water works. A flow diagram of a typical water works is shown in Fig. 2.13. From this figure write down the processes involved to get the supply of drinking water to your home from the water works and discuss it in your class. 23
 Purification of salt that we get from sea water. • Separation of crystals of alum (phitkari) from impure samples. Thus, by choosing one of the above methods according to the nature of the components of a mixture, we get a pure substance. With advancements in technology many more methods of separation techniques have been devised. In cities, drinking water is supplied from water works. A flow diagram of a typical water works is shown in Fig. 2.13. From this figure write down the processes involved to get the supply of drinking water to your home from the water works and discuss it in your class. 23
 "
How will you justify that rusting of iron is a chemical change ? ,"Rust is totally different from iron. Iron is an element while rust is hydrated oxide of iron . Thus, formation of rust from iron is a chemical change.","Alloys: Alloys are mixtures of two or more metals or a metal and a non-metal and cannot be separated into their components by physical methods. But still, an alloy is considered as a mixture because it shows the properties of its constituents and can have variable composition. For example, brass is a mixture of approximately 30% zinc and 70% copper. 15
 "
Why do liquids have mostly lower density than soilds ? ,Liquids have less force of attraction between molecules i.e. less mass and more volume as compared to solids.  ,"All liquids and gases are fluids. A solid exerts pressure on a surface due to its weight. Similarly, fluids have weight, and they also
 "
"Arrange the following substances in the increasing order of force of attraction between their particles : Oxygen, salt, milk. ",Oxygen < milk < salt. ,"Oxygen
 "
What happens when you open a bottle of perfume ? ,Particles of perfume diffuses into the air and can be smelled even at a distance.,"GASES FROM AIR ?
 "
"Sponge is a solid, yet we are able to compress it. Why ? ","A sponge has minute holes, in which air is trapped. When we press it, air is expelled out and we are able to compress it. ","the force is removed. If excessive force is applied, it breaks. The shape of each individual sugar or salt crystal remains fixed, whether we take it in our hand, put it in a plate or in a jar. A sponge has minute holes, in which air is trapped, when we press it, the air is expelled out and we are able to compress it.
 "
"When 2 ml of dettol is dissolved in 100 ml of water, the smell can be detected even on repeated dilution. Identify the physical nature of matter. ",Particles of matter are very small which can be dissolved in water diffusing its smell readily in air.  1,"Matter is made up of small particles.
 "
Name the state of matter in which particles just move around randomly because of very weak force of attraction. ,Gaseous state.  1,"are some that change directly from solid state to gaseous state and vice versa without changing into the liquid state.
 "
"Identify the name of the material which has no fixed shape but a fixed volume : Wood, a piece of iron, oxygen and water. ",Water.  1,"Water
 "
"If the food is being cooked in the kitchen, name the process which brings smell. ","Due to high speed of particles and large space between them, gases show the property of diffusing very fast.","Gases
 "
Give two examples of practical applications which is based on high compressibility of gases. ,"CNG, LPG. ","We have observed that gases are highly compressible as compared to solids and liquids. The liquefied petroleum gas (LPG) cylinder that we get in our home for cooking or the oxygen supplied to hospitals in cylinders is compressed gas. Compressed natural gas (CNG) is used as fuel these days in vehicles. Due to its high compressibility, large volumes of a gas can be compressed into a small cylinder and transported easily. We come to know of what is being cooked in the kitchen without even entering there, by the smell that reaches our nostrils. How does this smell reach us? The particles of the aroma of food mix with the particles of air spread from the kitchen, reach us and even farther away. The smell of hot cooked food reaches us in seconds; compare this with the rate of diffusion of solids and liquids. Due to high speed of particles and large space between them, gases show the property of diffusing very fast into other gases. In the gaseous state, the particles move about randomly at high speed. Due to this random movement, the particles hit each other and also the walls of the container. The pressure exerted by the gas is because of this force exerted by gas particles per unit area on the walls of the container.
 "
"Select the substances from the following which do not have the property of sublimation : Camphor, Potassium permanganate, Copper sulphate, Naphthalene. ","Potassium permanganate, Copper sulphate ½ + ½ ","Sodium Potassium Silver Copper (I)*
 "
"When a drop of blue ink is put in water, the blue colour spreads and the whole solution becomes blue. Name the phenomenon due to which this happens. ",Diffusion.  1,"We observe that liquids have no fixed shape but have a fixed volume. They take up the shape of the container in which they are kept. Liquids flow and change shape, so they are not rigid but can be called fluid. Refer to activities 1.4 and 1.5 where we saw that solids and liquids can diffuse into liquids. The gases from the atmosphere diffuse and dissolve in water. These gases, especially oxygen and carbon dioxide, are essential for the survival of aquatic animals and plants. All living creatures need to breathe for survival. The aquatic animals can breathe under water due to the presence of dissolved oxygen in water. Thus, we may conclude that solids, liquids and gases can diffuse into liquids. The rate of diffusion of liquids is
 "
A diver is able to cut through water in a swimming pool. Which property of matter does this observation show ? ,Particles of water are held together by weak forces of attraction. It is these forces of attraction which the diver cuts through water in the swimming pool. ,"Take an empty plastic bottle. Close the mouth of the bottle with an airtight stopper. Put it in a bucket filled with water. You see that the bottle floats. Push the bottle into the water. You feel an upward push. Try to push it further down. You will find it difficult to push deeper and deeper. This indicates that water exerts a force on the bottle in the upward direction. The upward force exerted by the water goes on increasing as the bottle is pushed deeper till it is completely immersed. Now, release the bottle. It bounces back to the surface. Does the force due to the gravitational attraction of the earth act on this bottle? If so, why doesn’t the bottle stay immersed in water after it is released? How can you immerse the bottle in water?
 The force due to the gravitational attraction of the earth acts on the bottle in the downward direction. So the bottle is pulled downwards. But the water exerts an upward force on the bottle. Thus, the bottle is pushed upwards. We have learnt that weight of an object is the force due to gravitational attraction of the earth. When the bottle is immersed, the upward force exerted by the
 The force due to the gravitational attraction of the earth acts on the bottle in the downward direction. So the bottle is pulled downwards. But the water exerts an upward force on the bottle. Thus, the bottle is pushed upwards. We have learnt that weight of an object is the force due to gravitational attraction of the earth. When the bottle is immersed, the upward force exerted by the
 water on the bottle is greater than its weight. Therefore it rises up when released. To keep the bottle completely immersed, the upward force on the bottle due to water must be balanced. This can be achieved by an externally applied force acting downwards. This force must at least be equal to the difference between the upward force and the weight of the bottle. The upward force exerted by the water on the bottle is known as upthrust or buoyant force. In fact, all objects experience a force of buoyancy when they are immersed in a fluid. The magnitude of this buoyant force depends on the density of the fluid.
 water on the bottle is greater than its weight. Therefore it rises up when released. To keep the bottle completely immersed, the upward force on the bottle due to water must be balanced. This can be achieved by an externally applied force acting downwards. This force must at least be equal to the difference between the upward force and the weight of the bottle. The upward force exerted by the water on the bottle is known as upthrust or buoyant force. In fact, all objects experience a force of buoyancy when they are immersed in a fluid. The magnitude of this buoyant force depends on the density of the fluid.
 "
A gas jar ‘X’ containing air is inverted over another jar ‘Y’ containing a brown gas which is heavier than air. After some time brown colour is also observed in the gas jar ‘X’. Identify the phenomenon associated with this observation ,Diffusion.  1,"We observe that liquids have no fixed shape but have a fixed volume. They take up the shape of the container in which they are kept. Liquids flow and change shape, so they are not rigid but can be called fluid. Refer to activities 1.4 and 1.5 where we saw that solids and liquids can diffuse into liquids. The gases from the atmosphere diffuse and dissolve in water. These gases, especially oxygen and carbon dioxide, are essential for the survival of aquatic animals and plants. All living creatures need to breathe for survival. The aquatic animals can breathe under water due to the presence of dissolved oxygen in water. Thus, we may conclude that solids, liquids and gases can diffuse into liquids. The rate of diffusion of liquids is
 "
A crystal of Copper sulphate is dropped in a glass of water and is allowed to settle at the bottom. After some time it is observed that the blue colour appears just above the solid crystal and with the passage of time whole water in glass turns blue. Identify the characteristic of particles of matter associated with this observation. ,Particles of matter are continuously moving. ,"CONTINUOUSLY MOVING
 "
A substance has no mass; can we consider it as matter ? ,No. ,".
 "
Mention two factors that need to be varied to liquify atmospheric gases. ,Temperature and pressure. ,"Pressure =
 "
Name the property of gases that helps aquatic plants and animals to survive in water ? ,Solubility in water. ,"A solution has a solvent and a solute as its components. The component of the solution that dissolves the other component in it (usually the component present in larger amount) is called the solvent. The component of the solution that is dissolved in the solvent (usually present in lesser quantity) is called the solute.
 Examples: (i) A solution of sugar in water is a solid in liquid solution. In this solution, sugar is the solute and water is the solvent. (ii) A solution of iodine in alcohol known as ‘tincture of iodine’, has iodine (solid) as the solute and alcohol (liquid) as the solvent. (iii) Aerated drinks like soda water etc., are gas in liquid solutions. These contain carbon dioxide (gas) as solute and water (liquid) as solvent. (iv) Air is a mixture of gas in gas. Air is a homogeneous mixture of a number of gases. Its two main constituents are: oxygen (21%) and nitrogen (78%). The other gases are present in very small quantities.
 Properties of a solution • •
 Mass of solute Mass of solution
 "
A substance has a finite volume but not a definite shape. Write the physical state of substance. ,Liquid.  1,"Liquid
 Liquid
 Liquid
 "
Name the property of gases due to which it is possible to fill CNG in cylinders for using as fuel in cars. ,Compressibility.,"INTERCONVERTIBLE?
 "
