question,answer,context_1,context_2,context_3,context_4,context_5
Q. 8. Into how many categories the World Bank has classified the countries ?,Ans. Three.,"3.
","3.
","3
","A
","III
"
Q. 9. Which area of the world has the largest crude oil reserves ?,Ans. Middle East.,"TABLE 1.7 CRUDE OIL RESERVES Region/Country Middle East United States of America World
","Certification of edible oil and cereals
","A
","HDI Rank in the world (2018)
","       A large MNC, producing industrial equipment, designs its products in research centres in the United States, and then has the components manufactured in China. These are then shipped to Mexico and Eastern Europe where the products are assembled and the finished products are sold all over the world. Meanwhile, the company’s customer care is carried out through call centres located in India. This is a call centre in Bengaluru, equipped with telecom facilities and access to the Internet to provide information and support to customers abroad.
"
Q. 10. Which countries are called rich countries ?,Ans. Countries with per capita income of US $ 12616 and above.,"TABLE 1.2 COMPARISON OF TWO COUNTRIES Monthly incomes of citizens (in Rupees)
","more developed than others with less income. This is based on the understanding that more income means more of all things that human beings need. Whatever people like, and should have, they will be able to get with greater income. So, greater income itself is considered to be one important goal. Now, what is the income of a country? Intuitively, the income of the country is the income of all the residents of the country. This gives us the total income of the country. However, for comparison between countries, total income is not such an useful measure. Since, countries have different populations, comparing total income will not tell us what an average person is likely to earn. Are people in one country better off than others in a different country? Hence, we compare the average income which is the total income of the country divided by its total population. The average income is also called per capita income. In World Development Reports, brought out by the World Bank, this criterion is used in classifying countries. Countries with per capita income of US$ 12,056 per annum and above in 2017, are called rich countries and those with per capita income of US$ 955 or less are called low-income countries. India comes in the category of low middle income countries because its per capita income in 2017 was just US$ 1820 per annum. The rich countries, excluding countries of Middle East and certain other small countries, are generally called developed countries.
","Per Capita Income (in Rs)
","EXERCISES 1. Development of a country can generally be determined by (i) its per capita income (ii) its average literacy level (iii) health status of its people (iv) all the above 2. Which of the following neighbouring countries has better performance in terms of human development than India? (i) Bangladesh (ii) Sri Lanka (iii) Nepal (iv) Pakistan 3. Assume there are four families in a country. The average per capita income of these families is Rs 5000. If the income of three families is Rs 4000, Rs 7000 and Rs 3000 respectively, what is the income of the fourth family? (i) Rs 7500 (ii) Rs 3000 (iii) Rs 2000 (iv) Rs 6000 4. What is the main criterion used by the World Bank in classifying different countries? What are the limitations of this criterion, if any? 5. In what respects is the criterion used by the UNDP for measuring development different from the one used by the World Bank? 6. Why do we use averages? Are there any limitations to their use? Illustrate with your own examples related to development. 7. Kerala, with lower per capita income has a better human development ranking than Haryana. Hence, per capita income is not a useful criterion at all and should not be used to compare states. Do you agree? Discuss. 8. Find out the present sources of energy that are used by the people in India. What could be the other possibilities fifty years from now? 9. Why is the issue of sustainability important for development?
","TABLE 1.3 PER CAPITA INCOME OF SELECT STATES State
"
Q. 1. What is the full form of HDI?  1 mark each,Ans. Human Development Index.  1,"HUMAN DEVELOPMENT REPOR T REPORT Once it is realised that even though the level of income is important, yet it is an inadequate measure of the level of development, we begin to think of other criterion. There could be a long list of such criterion but then it would not be so useful. What we need is a small number of the most important things. Health and education indicators, such as the ones we used in comparison of Kerala and Haryana, are among them. Over the past decade or so, health and education indicators have come to be widely used along with income as a measure of development. For instance, Human Development Report published by UNDP compares countries based on the educational levels of the people, their health status and per capita income. It would be interesting to look at certain relevant data regarding India and its neighbours from Human Development Report 2019.
","Source : Human Development Report, 2018, United Nations Development Programme, New York NOTES 1. HDI stands for Human Development Index. HDI ranks in above table are out of 189 countries in all. 2. Life Expectancy at birth denotes, as the name suggests, average expected length of life of a person at the time of birth. 3. Per Capita Income is calculated in dollars for all countries so that it can be compared. It is also done in a way so that every dollar would buy the same amount of goods and services in any country.
","DEVELOPMENT
","DEVELOPMENT
","DEVELOPMENT
"
Q. 2. Why do some people oppose dams ? Give one reason. ,Ans. Because this disrupt the lives of people who are displaced.," Globalisation and the pressure of competition have substantially changed the lives of workers. Faced with growing competition, most employers these days prefer to employ workers ‘flexibly’. This means that workers’ jobs are no longer secure. Let us see how the workers in the garment export industry in India are having to bear this pressure of competition.
","which are conflicting. A girl expects as much freedom and opportunity as her brother, and that he also shares in the household work. Her brother may not like this. Similarly, to get more electricity, industrialists may want more dams. But this may submerge the land and disrupt the lives of people who are displaced – such as tribals. They might resent this and may prefer small check dams or tanks to irrigate their land.
","THOSE PEOPLE DON’T WANT TO DEVELOP!
","contact with each other than a few decades back. Besides the movements of goods, services, investments and technology, there is one more way in which the countries can be connected. This is through the movement of people between countries. People usually move from one country to another in search of better income, better jobs or better education. In the past few decades, however, there has not been much increase in the movement of people between countries due to various restrictions.
","However, it will be wrong to conclude that what cannot be measured is not important. Consider another example. If you get a job in a far off place, before accepting it you would try to consider many factors, apart from income, such as facilities for your family, working atmosphere, or opportunity to learn. In another case, a job may give you less pay but may offer regular employment that enhances your sense of security. Another job, however, may offer high pay but no job security and also leave no time for your family. This will reduce your sense of security and freedom.
"
Q. 3. What other goal is included in the developmental goals besides having better income ? ,"Ans. Equal treatment, freedom, education, security and peace.","Right to safety.
","Right to safety
","Be aware of your rights
","More days of work and better wages; local school is able to provide quality education for their children; there is no social discrimination and they too can become leaders in the village.
","Right to consumer education.
"
Q. 4. What is denoted by the life expectancy at birth ?,Ans. Average expected length of life.,"Life Expectancy at birth (2017)
","Average
","Source : Human Development Report, 2018, United Nations Development Programme, New York NOTES 1. HDI stands for Human Development Index. HDI ranks in above table are out of 189 countries in all. 2. Life Expectancy at birth denotes, as the name suggests, average expected length of life of a person at the time of birth. 3. Per Capita Income is calculated in dollars for all countries so that it can be compared. It is also done in a way so that every dollar would buy the same amount of goods and services in any country.
","Years
","Normal
"
Q. 5. Why Kerala has low infant mortality rate ?,Ans. It has adequate provision of basic health and educational facilities.,"More days of work and better wages; local school is able to provide quality education for their children; there is no social discrimination and they too can become leaders in the village.
","Most babies do not get basic healthcare
","Kerala has a low Infant Mortality Rate because it has adequate provision of basic health and educational facilities. Similarly, in some states, the
","Primary, Secondary, Tertiary
","Assured a high family income through higher support prices for their crops and through hardworking and cheap labourers; they should be able to settle their children abroad.
"
Q. 6. How can we achieve the development goals of different sections of our society ?,Ans. By democratic political process.,"effective public system by which this can be done.
","(d)
","A
","Right to representation.
","54%
"
Q. 7. Which state of India has a high infant mortality rate according to data 2003 ?,Ans. Bihar.,"Bihar
","Haryana Kerala Bihar
","TABLE 1.4 SOME COMPARATIVE DATA ON HARYANA, KERALA AND BIHAR State
","income and Bihar is at the bottom. This means that, on an average, a person in Haryana earned Rs 1,80,174 in one year whereas, on an average, a person in Bihar earned only around Rs 34,409. So, if per capita income were to be used as the measure of development, Haryana will be considered the most developed and Bihar the least developed state of the three. Now, let us look at certain other data pertaining to these states given in Table 1.4.
","The problem does not end with Infant Mortality Rate. The last column of table 1.4 shows around half of the children aged 14-15 in Bihar are not attending school beyond Class 8. This means that if you went to school in Bihar nearly half of your elementary class would be missing. Those who could have been in school are not there! If this had happened to you, you would not be able to read what you are reading now.
"
Q. 8. What is India’s HDI rank in the world?,Ans. 134.,"76 130 148 150 149 136
","83
","83
","13
","53
"
Q. 9. Which is a development goal for the landless rural labourers ?,Ans. More days of work and better wages.,"More days of work and better wages; local school is able to provide quality education for their children; there is no social discrimination and they too can become leaders in the village.
","Nature of employment
","Percentage of working people
","what all can be done for increasing employment opportunities in the country. Another classification is to consider whether people are working in organised or unorganised sectors. Most people are working in the unorganised sectors and protection is necessary for them. We also looked at the difference between private and public activities, and why it is important for public activities to focus on certain areas.
","INCOME AND OTHER GOALS If you go over Table 1.1 again, you will notice one common thing: what people desire are regular work, better wages, and decent price for their crops or other products that they produce. In other words, they want more income. Besides seeking more income, oneway or the other, people also seek things like equal treatment, freedom, security, and respect of others. They resent discrimination. All these are important goals. In fact, in some cases, these may be more important than
"
Q. 10. What do you mean by ‘Literacy Rate’ ?,Ans. It measures the proportion of literate population in the 7 years and above age group.,"Mean Years of Schooling of People aged 25 and above (2017)
","Literacy rate for rural children in age group 10-14 years
","Do you know that in India about 60 per cent of the population belongs to the age group 5-29 years? Out of this, only about 51 per cent are attending educational institutions. The rest and particularly those aged less than 18 years may be at home or
","Net Attendance Ratio (per 100 persons) secondary stage (age 14 and 15 years) 2013-14
","Sources : Economic Survey 2018–19, P. A160, Government of India; National Sample Survey Organisation (Report No. 575) Explanation of some of the terms used in this table: Infant Mortality Rate (or IMR) indicates the number of children that die before the age of one year as a proportion of 1000 live children born in that particular year. Literacy Rate measures the proportion of literate population in the 7-and-above age group. Net Attendance Ratio is the total number of children of age group 14 and 15 years attending school as a percentage of total number of children in the same age group.
"
"Q. 11. In which state, literacy rate is the highest ?",Ans. Kerala.,"Kerala
","Kerala Karnataka Madhya Pradesh
","Haryana Kerala Bihar
","TABLE 1.4 SOME COMPARATIVE DATA ON HARYANA, KERALA AND BIHAR State
","       A large MNC, producing industrial equipment, designs its products in research centres in the United States, and then has the components manufactured in China. These are then shipped to Mexico and Eastern Europe where the products are assembled and the finished products are sold all over the world. Meanwhile, the company’s customer care is carried out through call centres located in India. This is a call centre in Bengaluru, equipped with telecom facilities and access to the Internet to provide information and support to customers abroad.
"
Q. 12. How we will calculate Body Mass Index ?,Ans. Dividing the weight by the square of the height in meters.,"ACTIVITY 3 One way to find out if we are properly nourished is to calculate what nutrition scientists call Body Mass Index (BMI). This is easy to calculate. Let each student in the class find out his or her weight and height. Take the weight of each student in kilograms (kg). Then, take the height by drawing up a scale on the wall and measuring accurately with the head straight. Convert the height recorded in centimeters into meters. Divide the weight in kg by the square of the height. The number you get is called BMI. Then, look at the BMI-for-Age tables given on pages 90–91. A student’s BMI could be within the normal range or less than that (underweight) or more (obesity). For example, if a girl student is 14 years and 8 month old and the BMI is 15.2, then she is undernourished. Similarly, if the BMI of a boy aged 15 years and 6 months is 28, then he is overweight. Discuss the life situation, food and exercise habits of students, in general, without body shaming anyone.
","(a)
","A
","(ii) Quotas and taxes on imports are used to regulate trade
","How do we count the various goods and services and know the total production in each sector?
"
Q. 13. Which country has the largest size of illiterate population in the age group of 15 + in the world ?,Ans. Bangladesh.,"Sri Lanka India Myanmar Pakistan Nepal Bangladesh
","Bihar
","       A large MNC, producing industrial equipment, designs its products in research centres in the United States, and then has the components manufactured in China. These are then shipped to Mexico and Eastern Europe where the products are assembled and the finished products are sold all over the world. Meanwhile, the company’s customer care is carried out through call centres located in India. This is a call centre in Bengaluru, equipped with telecom facilities and access to the Internet to provide information and support to customers abroad.
","Cars made by Indian workers being transported to be sold abroad by MNCs.
","Sources for Information The data on formal and informal sector credit used in this chapter is drawn from the survey on rural debt by the National Sample Survey Organisation (All India Debt and Investment Survey, 70 t h Round 2013, conducted by NSSO) now known as National Statistical Office (NSO). The information and data on Grameen Bank is taken from newspaper reports and websites. In order to get the details of bank-related statistics or a particular detail of a bank, you can log on to the websites of the Reserve Bank of India (www.rbi.org) and the concerned banks. Data on self-help groups is provided on the website of the National Bank for Agriculture and Rural Development (NABARD) (www.nabard.org).
"
Q. 14. Write the components of Human Development Index ?,"Ans. Life expectancy, gross enrolment ratio and per capita income.","Source : Human Development Report, 2018, United Nations Development Programme, New York NOTES 1. HDI stands for Human Development Index. HDI ranks in above table are out of 189 countries in all. 2. Life Expectancy at birth denotes, as the name suggests, average expected length of life of a person at the time of birth. 3. Per Capita Income is calculated in dollars for all countries so that it can be compared. It is also done in a way so that every dollar would buy the same amount of goods and services in any country.
","discussed by bringing the learners closer to their real-life situations. There are certain terms used in this chapter that would require clarification — Per Capita Income, Literacy Rate, Infant Mortality Rate, Attendance Ratio, Life Expectancy, Gross Enrolment Ratio, and Human Development Index. Though data pertaining to these terms are provided, these would need further explanation. You may also need to clarify the concept of purchasing power parity that is used to calculate per capita income in Table 1.6. It is necessary to keep in mind that these terms are used as an aid to the discussion and not something to be memorised. Sources for Information The data for this chapter is taken from reports published by the Government of India (Economic Survey, Report of the National Family Health Survey and Handbook of Statistics on the Indian Economy), United Nations Development Programme (Human Development Report) and World Bank (World Development Indicators). Many of these reports are being published every year. It may be interesting to look up these reports if they are available in your school library. If not, you may log on to the websites of these institutions (www.budgetindia.nic.in, www.undp.org, www.worldbank.org). Data is also available from the Reserve Bank’s Handbook of Statistics on Indian Economy, (available at www.rbi.org).
","Sources for Information The GDP data used in this chapter pertaining to Gross Domestic Product at Factor Cost by Industry of Origin at 2011–12 prices is taken from Real Time Handbook of Statistics on Indian Economy. It is a valuable source of GDP and other information relating to the Indian economy. For evaluation purposes, particularly to develop the analytical ability of learners, teachers can refer to this report through the Internet to get data for different years. The employment figures are based on data taken from the five-yearly surveys on employment and unemployment conducted by the National Sample Survey Organisation (NSSO) now known as National Statistical Office (NSO). NSO is an organisation under the Ministry of Statistics and Programme Implementation, Government of India. The website you can log onto is: http:/mospi.gov.in. Employment data is also available from other sources such as Census of India.
","Per Capita Income (in Rs)
","Life Expectancy at birth (2017)
"
"Q. 1. Under which economic sector does the production of a commodity through the natural process come ? [Board Term 1, 2015, 2014, Set-C5JWEVD , ]",Ans. Primary sector.,"Primary
","spin yarn and weave cloth. Using sugarcane as a raw material, we make sugar or gur. We convert earth into bricks and use bricks to make houses and buildings. Since this sector gradually became associated with the different kinds of industries that came up, it is also called as industrial sector. After primary and secondary, there is a third category of activities that falls under tertiary sector and is different from the above two. These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. For example, goods that are produced in the primary or secondary sector would need to be transported by trucks or trains and then sold in wholesale and retail shops. At times, it may be necessary to store these in godowns. We also may need to talk to others over telephone or send letters (communication) or borrow money from banks (banking) to help production and trade. Transport, storage, communication, banking, trade are some examples of tertiary activities. Since these activities generate services rather than goods, the tertiary sector is also called the service sector. Service sector also includes some essential services that may not directly help in the production of goods. For example, we require teachers, doctors, and those who provide personal services such as washermen, barbers, cobblers, lawyers, and people to do administrative and accounting works. In recent times, certain new services based on information technology such as internet cafe, ATM booths, call centres, software companies etc have become important.
","LET’S WORK THESE OUT 1. Complete the above table to show how sectors are dependent on each other. 2. Explain the difference between primary, secondary and tertiary sectors using examples other than those mentioned in the text. 3. Classify the following list of occupations under primary, secondary and tertiary sectors: • Workers in match factory • Tailor • Moneylender • Basket weaver • Gardener • Flower cultivator • Potter • Milk vendor • Bee-keeper • Fishermen • Astronaut • Priest • Call centre employee • Courier 4. Students in a school are often classified into primary and secondary or junior and senior. What is the criterion that is used? Do you think this is a useful classification? Discuss.
","Primary, Secondary, Tertiary
","Historical Change in Sectors Generally, it has been noted from the histories of many, now developed, countries that at initial stages of development, primary sector was the most important sector of economic activity. As the methods of farming changed and agriculture sector began to prosper, it produced much more food than before. Many people could now take up other activities. There were increasing number of craftpersons and traders. Buying and selling activities increased many times. Besides, there were also transporters, administrators, army etc. However, at this stage, most of the goods produced were natural products from the primary sector and most people were also employed in this sector.
"
Q. 2. Where is the disguised unemployment formed mostly ? ,Ans. Agriculture sector. Casual workers in the service sector.,"though industrial output or the production of goods went up by more than nine times during the period, employment in the industry went up by around three times. The same applies to the tertiary sector as well. While production in the service sector rose by 14 times, employment in the service sector rose around five times. As a result, more than half of the workers in the country are working in the primary sector, mainly in agriculture, producing only about one sixth of the GDP. In contrast to this, the secondary and tertiary sectors produce the rest of the produce whereas they employ less about half the people. Does this mean that the workers in agriculture are not producing as much as they could? What it means is that there are more people in agriculture than is necessary. So, even if you move a few people out, production will not be affected. In other words, workers in the agricultural sector are underemployed. For instance, take the case of a small farmer, Laxmi, owning about two hectares of unirrigated land dependent only on rain and growing crops, like jowar and arhar. All five members of her family work in the plot throughout the year. Why? They have nowhere else to go for work. You will see that everyone is working, none remains idle, but in actual fact, their labour effort gets divided. Each one is doing some work but no one is fully employed. This is the situation of underemployment, where people are apparently working but all of them are made to work less than their potential. This kind of
","Nature of employment
","Historical Change in Sectors Generally, it has been noted from the histories of many, now developed, countries that at initial stages of development, primary sector was the most important sector of economic activity. As the methods of farming changed and agriculture sector began to prosper, it produced much more food than before. Many people could now take up other activities. There were increasing number of craftpersons and traders. Buying and selling activities increased many times. Besides, there were also transporters, administrators, army etc. However, at this stage, most of the goods produced were natural products from the primary sector and most people were also employed in this sector.
","of agriculture and growing importance of industry and services should be related to the experience of the children by taking more examples that they may observe in their day-to-day life. Information derived from the media could be used for this purpose. You may encourage the students to bring important cuttings and stories from newspapers, which could be prominently displayed in storyboards, and encourage the class to discuss these issues. While discussing the unorganised sector, the key issue of protecting the workers engaged in the sector should be highlighted. You may also encourage the students to visit persons and enterprises in the unorganised sector and get a first hand experience from real life situation.
","Landless rural labourers
"
Q. 3. A.T.M. is an example of which sector ? ,Ans. Service sector.,"Agency that develop standards for goods and services
","Third, as income levels rise, certain sections of people start demanding many more services like eating out, tourism, shopping, private hospitals, private schools, professional training etc. You can see this change quite sharply in cities, especially in big cities. Fourth, over the past decade or so, certain new services such as those based on information and communication technology have become important and essential. The production of these services has been rising rapidly. In Chapter 4, we shall see examples of these new services and the reasons for their expansion. However, you must remember that not all of the service sector is growing equally well. Service sector in India employs many different kinds of people. At one end there are a limited number of services that employ highly skilled and educated workers. At the other end, there are a very large number of workers engaged in services such as small shopkeepers, repair persons, transport persons, etc. These people barely manage to earn a living and yet they perform these services because no alternative opportunities for work are available to them. Hence, only a part of this sector is growing in importance. You shall read more about this in the next section.
","spin yarn and weave cloth. Using sugarcane as a raw material, we make sugar or gur. We convert earth into bricks and use bricks to make houses and buildings. Since this sector gradually became associated with the different kinds of industries that came up, it is also called as industrial sector. After primary and secondary, there is a third category of activities that falls under tertiary sector and is different from the above two. These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. For example, goods that are produced in the primary or secondary sector would need to be transported by trucks or trains and then sold in wholesale and retail shops. At times, it may be necessary to store these in godowns. We also may need to talk to others over telephone or send letters (communication) or borrow money from banks (banking) to help production and trade. Transport, storage, communication, banking, trade are some examples of tertiary activities. Since these activities generate services rather than goods, the tertiary sector is also called the service sector. Service sector also includes some essential services that may not directly help in the production of goods. For example, we require teachers, doctors, and those who provide personal services such as washermen, barbers, cobblers, lawyers, and people to do administrative and accounting works. In recent times, certain new services based on information technology such as internet cafe, ATM booths, call centres, software companies etc have become important.
","transport, trade, storage and the like, as we have already seen. Greater the development of the primary and secondary sectors, more would be the demand for such services.
","A
"
Q. 4. In which sector are natural products changed into form through ways of manufacturing ? ,Ans. Secondary.,"Secondary
","Primary, Secondary, Tertiary
","A
","Tertiary
","Primary
"
Q. 5. In which sector is seasonal and disguised unemployment most prevalent in India ?. ,Ans. Agriculture Sector,"though industrial output or the production of goods went up by more than nine times during the period, employment in the industry went up by around three times. The same applies to the tertiary sector as well. While production in the service sector rose by 14 times, employment in the service sector rose around five times. As a result, more than half of the workers in the country are working in the primary sector, mainly in agriculture, producing only about one sixth of the GDP. In contrast to this, the secondary and tertiary sectors produce the rest of the produce whereas they employ less about half the people. Does this mean that the workers in agriculture are not producing as much as they could? What it means is that there are more people in agriculture than is necessary. So, even if you move a few people out, production will not be affected. In other words, workers in the agricultural sector are underemployed. For instance, take the case of a small farmer, Laxmi, owning about two hectares of unirrigated land dependent only on rain and growing crops, like jowar and arhar. All five members of her family work in the plot throughout the year. Why? They have nowhere else to go for work. You will see that everyone is working, none remains idle, but in actual fact, their labour effort gets divided. Each one is doing some work but no one is fully employed. This is the situation of underemployment, where people are apparently working but all of them are made to work less than their potential. This kind of
","Historical Change in Sectors Generally, it has been noted from the histories of many, now developed, countries that at initial stages of development, primary sector was the most important sector of economic activity. As the methods of farming changed and agriculture sector began to prosper, it produced much more food than before. Many people could now take up other activities. There were increasing number of craftpersons and traders. Buying and selling activities increased many times. Besides, there were also transporters, administrators, army etc. However, at this stage, most of the goods produced were natural products from the primary sector and most people were also employed in this sector.
","of agriculture and growing importance of industry and services should be related to the experience of the children by taking more examples that they may observe in their day-to-day life. Information derived from the media could be used for this purpose. You may encourage the students to bring important cuttings and stories from newspapers, which could be prominently displayed in storyboards, and encourage the class to discuss these issues. While discussing the unorganised sector, the key issue of protecting the workers engaged in the sector should be highlighted. You may also encourage the students to visit persons and enterprises in the unorganised sector and get a first hand experience from real life situation.
","3. Match the following: Problems faced by farming sector 1. Unirrigated land 2. Low prices for crops 3. Debt burden 4. No job in the off season 5. Compelled to sell their grains to the local traders soon after harvest
","application and harvesting). So, two more members of the family can be employed in her own field. Now suppose a new dam is constructed and canals are dug to irrigate many such farms. This could lead to a lot of employment generation within the agricultural sector itself reducing the problem of underemployment.
"
Q. 6. Mention the share of tertiary sector in terms of GDP in 2003 ? ,Ans. Between 50-60%,"82%
","54%
","85%
","76%
","90%
"
Q. 7. Which sector helps in the development of the primary and secondary sector ? ,Ans. Service /Tertiary sector. 1 mark each,"Agency that develop standards for goods and services
","Tertiary
","LET’S WORK THESE OUT 1. Complete the above table to show how sectors are dependent on each other. 2. Explain the difference between primary, secondary and tertiary sectors using examples other than those mentioned in the text. 3. Classify the following list of occupations under primary, secondary and tertiary sectors: • Workers in match factory • Tailor • Moneylender • Basket weaver • Gardener • Flower cultivator • Potter • Milk vendor • Bee-keeper • Fishermen • Astronaut • Priest • Call centre employee • Courier 4. Students in a school are often classified into primary and secondary or junior and senior. What is the criterion that is used? Do you think this is a useful classification? Discuss.
","Primary, Secondary, Tertiary
","spin yarn and weave cloth. Using sugarcane as a raw material, we make sugar or gur. We convert earth into bricks and use bricks to make houses and buildings. Since this sector gradually became associated with the different kinds of industries that came up, it is also called as industrial sector. After primary and secondary, there is a third category of activities that falls under tertiary sector and is different from the above two. These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. For example, goods that are produced in the primary or secondary sector would need to be transported by trucks or trains and then sold in wholesale and retail shops. At times, it may be necessary to store these in godowns. We also may need to talk to others over telephone or send letters (communication) or borrow money from banks (banking) to help production and trade. Transport, storage, communication, banking, trade are some examples of tertiary activities. Since these activities generate services rather than goods, the tertiary sector is also called the service sector. Service sector also includes some essential services that may not directly help in the production of goods. For example, we require teachers, doctors, and those who provide personal services such as washermen, barbers, cobblers, lawyers, and people to do administrative and accounting works. In recent times, certain new services based on information technology such as internet cafe, ATM booths, call centres, software companies etc have become important.
"
Q. 8. Which sector includes activities that help in the development of the primary and secondary sector ? ,Ans. Tertiary sector.,"Tertiary
","Primary, Secondary, Tertiary
","spin yarn and weave cloth. Using sugarcane as a raw material, we make sugar or gur. We convert earth into bricks and use bricks to make houses and buildings. Since this sector gradually became associated with the different kinds of industries that came up, it is also called as industrial sector. After primary and secondary, there is a third category of activities that falls under tertiary sector and is different from the above two. These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. For example, goods that are produced in the primary or secondary sector would need to be transported by trucks or trains and then sold in wholesale and retail shops. At times, it may be necessary to store these in godowns. We also may need to talk to others over telephone or send letters (communication) or borrow money from banks (banking) to help production and trade. Transport, storage, communication, banking, trade are some examples of tertiary activities. Since these activities generate services rather than goods, the tertiary sector is also called the service sector. Service sector also includes some essential services that may not directly help in the production of goods. For example, we require teachers, doctors, and those who provide personal services such as washermen, barbers, cobblers, lawyers, and people to do administrative and accounting works. In recent times, certain new services based on information technology such as internet cafe, ATM booths, call centres, software companies etc have become important.
","LET’S WORK THESE OUT 1. Complete the above table to show how sectors are dependent on each other. 2. Explain the difference between primary, secondary and tertiary sectors using examples other than those mentioned in the text. 3. Classify the following list of occupations under primary, secondary and tertiary sectors: • Workers in match factory • Tailor • Moneylender • Basket weaver • Gardener • Flower cultivator • Potter • Milk vendor • Bee-keeper • Fishermen • Astronaut • Priest • Call centre employee • Courier 4. Students in a school are often classified into primary and secondary or junior and senior. What is the criterion that is used? Do you think this is a useful classification? Discuss.
","Why is the tertiary sector becoming so important in India? There could be several reasons. First, in any country several services such as hospitals, educational institutions, post and telegraph services, police stations, courts, village administrative offices, municipal corporations, defence, transport, banks, insurance companies, etc. are required. These can be considered as basic services. In a developing country the government has to take responsibility for the provision of these services. Second, the development of agriculture and industry leads to the development of services such as
"
Q. 9. Name the sector which continued to be the largest employer even in the year 2000. ,Ans. Primary sector.,"Primary
","spin yarn and weave cloth. Using sugarcane as a raw material, we make sugar or gur. We convert earth into bricks and use bricks to make houses and buildings. Since this sector gradually became associated with the different kinds of industries that came up, it is also called as industrial sector. After primary and secondary, there is a third category of activities that falls under tertiary sector and is different from the above two. These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. For example, goods that are produced in the primary or secondary sector would need to be transported by trucks or trains and then sold in wholesale and retail shops. At times, it may be necessary to store these in godowns. We also may need to talk to others over telephone or send letters (communication) or borrow money from banks (banking) to help production and trade. Transport, storage, communication, banking, trade are some examples of tertiary activities. Since these activities generate services rather than goods, the tertiary sector is also called the service sector. Service sector also includes some essential services that may not directly help in the production of goods. For example, we require teachers, doctors, and those who provide personal services such as washermen, barbers, cobblers, lawyers, and people to do administrative and accounting works. In recent times, certain new services based on information technology such as internet cafe, ATM booths, call centres, software companies etc have become important.
","LET’S WORK THESE OUT 1. Complete the above table to show how sectors are dependent on each other. 2. Explain the difference between primary, secondary and tertiary sectors using examples other than those mentioned in the text. 3. Classify the following list of occupations under primary, secondary and tertiary sectors: • Workers in match factory • Tailor • Moneylender • Basket weaver • Gardener • Flower cultivator • Potter • Milk vendor • Bee-keeper • Fishermen • Astronaut • Priest • Call centre employee • Courier 4. Students in a school are often classified into primary and secondary or junior and senior. What is the criterion that is used? Do you think this is a useful classification? Discuss.
","Primary, Secondary, Tertiary
","Historical Change in Sectors Generally, it has been noted from the histories of many, now developed, countries that at initial stages of development, primary sector was the most important sector of economic activity. As the methods of farming changed and agriculture sector began to prosper, it produced much more food than before. Many people could now take up other activities. There were increasing number of craftpersons and traders. Buying and selling activities increased many times. Besides, there were also transporters, administrators, army etc. However, at this stage, most of the goods produced were natural products from the primary sector and most people were also employed in this sector.
"
Q. 10. What do final goods and services mean ? ,Ans. Total production of the sectors.,"How do we count the various goods and services and know the total production in each sector?
","SECTORS OF THE INDIAN ECONOMY SECTORS OF ECONOMIC ACTIVITIES Let us look at these pictures. You will find that people are engaged in various economic activities. Some of these are activities producing goods. Some others are producing services. These activities are happening around us every minute even as we speak. How do we understand these activities? One way of doing this is to group them (classify them) using some important criterion. These groups are also called sectors.
","NOTES FOR THE TEACHER CHAPTER 2: SECTORS OF THE INDIAN ECONOMY An economy is best understood when we study its components or sectors. Sectoral classification can be done on the basis of several criteria. In this chapter, three types of classifications are discussed: primary/secondary/tertiary; organised/ unorganised; and public/private. You can create a discussion about these types by taking examples familiar to the students and relate them to their daily life. It is important to emphasise the changing roles of sectors. This can be highlighted further by drawing attention of the students to the rapid growth of service sector. While elaborating the ideas provided in the chapter, the students may need to be familiarised with a few fundamental concepts such as Gross Domestic Product, Employment etc. Since the students may find this difficult to understand, it is necessary to explain to them through examples. Several activities and exercises are suggested in the chapter to help the students understand how a person’s activity could be placed — whether in the primary, secondary or tertiary, organised or unorganised, and public or private sector. You may encourage the students to talk to various working people around them (such as shop owners, casual workers, vegetable vendors, workshop mechanics, domestic workers etc.) to know more about how they live and work. Based on such information, the students can be encouraged to develop their own classification of economic activities. Another important issue to be highlighted is about the problems caused by the changes in the roles of sectors. The chapter has taken the example of unemployment and what the government can do to solve it. The declining importance
","TABLE 2.4 CLASSIFYING ECONOMIC ACTIVITIES Sector
","separately is therefore not correct because then we would be counting the value of the same things a number of times. First as wheat, then as flour and finally as biscuits. The value of final goods and services produced in each sector during a particular year provides the total production of the sector for that year. And the sum of production in the three sectors gives what is called the Gross Domestic Product (GDP) of a country. It is the value of all final goods and services produced within a country during a particular year. GDP shows how big the economy is. In India, the mammoth task of measuring GDP is undertaken by a central government ministry. This Ministry, with the help of various government departments of all the Indian states and union territories, collects information relating to total volume of goods and services and their prices and then estimates the GDP.
"
